Using cpu device
Logging to /root/workspace/uav-risk-rl/checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s0/tensorboard/PPO_1
[2026-05-17 14:36:31] N3FZ_TRAIN_START config=decouple_deepsets_gpsi total_steps=750000 start_num_timesteps=0
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 500      |
|    ep_rew_mean     | -30.1    |
|    success_rate    | 0        |
| time/              |          |
|    fps             | 241      |
|    iterations      | 1        |
|    time_elapsed    | 16       |
|    total_timesteps | 4096     |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 500         |
|    ep_rew_mean          | -22.3       |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 222         |
|    iterations           | 2           |
|    time_elapsed         | 36          |
|    total_timesteps      | 8192        |
| train/                  |             |
|    approx_kl            | 0.021328691 |
|    clip_fraction        | 0.269       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.25       |
|    explained_variance   | -0.172      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0599      |
|    n_updates            | 10          |
|    policy_gradient_loss | -0.0362     |
|    std                  | 0.997       |
|    value_loss           | 0.371       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 485         |
|    ep_rew_mean          | -16         |
|    success_rate         | 0.0417      |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 3           |
|    time_elapsed         | 55          |
|    total_timesteps      | 12288       |
| train/                  |             |
|    approx_kl            | 0.018675333 |
|    clip_fraction        | 0.268       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.23       |
|    explained_variance   | -0.03       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0386      |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.0374     |
|    std                  | 0.983       |
|    value_loss           | 0.347       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 434         |
|    ep_rew_mean          | -9.62       |
|    success_rate         | 0.0556      |
| time/                   |             |
|    fps                  | 215         |
|    iterations           | 4           |
|    time_elapsed         | 76          |
|    total_timesteps      | 16384       |
| train/                  |             |
|    approx_kl            | 0.015243104 |
|    clip_fraction        | 0.204       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.19       |
|    explained_variance   | 0.116       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.142       |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.0233     |
|    std                  | 0.977       |
|    value_loss           | 0.882       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 379         |
|    ep_rew_mean          | -3.89       |
|    success_rate         | 0.0962      |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 5           |
|    time_elapsed         | 95          |
|    total_timesteps      | 20480       |
| train/                  |             |
|    approx_kl            | 0.012116809 |
|    clip_fraction        | 0.159       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.18       |
|    explained_variance   | 0.422       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.153       |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.015      |
|    std                  | 0.974       |
|    value_loss           | 0.953       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 333         |
|    ep_rew_mean          | 0.191       |
|    success_rate         | 0.0959      |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 6           |
|    time_elapsed         | 115         |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.011362849 |
|    clip_fraction        | 0.16        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.17       |
|    explained_variance   | 0.553       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.678       |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.0114     |
|    std                  | 0.974       |
|    value_loss           | 1.85        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 295         |
|    ep_rew_mean          | 2.84        |
|    success_rate         | 0.0938      |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 7           |
|    time_elapsed         | 134         |
|    total_timesteps      | 28672       |
| train/                  |             |
|    approx_kl            | 0.008857836 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.17       |
|    explained_variance   | 0.548       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.327       |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.0105     |
|    std                  | 0.972       |
|    value_loss           | 1.54        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 234         |
|    ep_rew_mean          | 9           |
|    success_rate         | 0.1         |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 8           |
|    time_elapsed         | 153         |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.011413349 |
|    clip_fraction        | 0.11        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.17       |
|    explained_variance   | 0.632       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.315       |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.0107     |
|    std                  | 0.973       |
|    value_loss           | 1.85        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 193        |
|    ep_rew_mean          | 11.4       |
|    success_rate         | 0.1        |
| time/                   |            |
|    fps                  | 214        |
|    iterations           | 9          |
|    time_elapsed         | 172        |
|    total_timesteps      | 36864      |
| train/                  |            |
|    approx_kl            | 0.01088456 |
|    clip_fraction        | 0.0987     |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.16      |
|    explained_variance   | 0.86       |
|    learning_rate        | 0.0003     |
|    loss                 | 0.313      |
|    n_updates            | 80         |
|    policy_gradient_loss | -0.0115    |
|    std                  | 0.969      |
|    value_loss           | 1.17       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 177         |
|    ep_rew_mean          | 12.4        |
|    success_rate         | 0.11        |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 10          |
|    time_elapsed         | 191         |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.010253543 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.15       |
|    explained_variance   | 0.809       |
|    learning_rate        | 0.0003      |
