Using cpu device
Logging to /root/workspace/uav-risk-rl/checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s0/tensorboard/PPO_1
[2026-05-17 13:36:26] N3FZ_TRAIN_START config=decouple_deepsets_obs total_steps=750000 start_num_timesteps=0
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 500      |
|    ep_rew_mean     | -30.8    |
|    success_rate    | 0        |
| time/              |          |
|    fps             | 243      |
|    iterations      | 1        |
|    time_elapsed    | 16       |
|    total_timesteps | 4096     |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 500         |
|    ep_rew_mean          | -22.7       |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 223         |
|    iterations           | 2           |
|    time_elapsed         | 36          |
|    total_timesteps      | 8192        |
| train/                  |             |
|    approx_kl            | 0.020396624 |
|    clip_fraction        | 0.26        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.25       |
|    explained_variance   | -0.0975     |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0597      |
|    n_updates            | 10          |
|    policy_gradient_loss | -0.0348     |
|    std                  | 0.996       |
|    value_loss           | 0.377       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 494         |
|    ep_rew_mean          | -17.9       |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 3           |
|    time_elapsed         | 56          |
|    total_timesteps      | 12288       |
| train/                  |             |
|    approx_kl            | 0.023664162 |
|    clip_fraction        | 0.27        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.23       |
|    explained_variance   | 0.0399      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0499      |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.0357     |
|    std                  | 0.984       |
|    value_loss           | 0.317       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 438         |
|    ep_rew_mean          | -11.4       |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 4           |
|    time_elapsed         | 75          |
|    total_timesteps      | 16384       |
| train/                  |             |
|    approx_kl            | 0.018263914 |
|    clip_fraction        | 0.256       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.19       |
|    explained_variance   | 0.306       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0922      |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.0292     |
|    std                  | 0.971       |
|    value_loss           | 0.429       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 387         |
|    ep_rew_mean          | -6.06       |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 5           |
|    time_elapsed         | 93          |
|    total_timesteps      | 20480       |
| train/                  |             |
|    approx_kl            | 0.016150199 |
|    clip_fraction        | 0.193       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.15       |
|    explained_variance   | 0.531       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0513      |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.0218     |
|    std                  | 0.964       |
|    value_loss           | 0.523       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 344         |
|    ep_rew_mean          | -2.8        |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 6           |
|    time_elapsed         | 112         |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.012858486 |
|    clip_fraction        | 0.139       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.14       |
|    explained_variance   | 0.798       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0411      |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.0181     |
|    std                  | 0.96        |
|    value_loss           | 0.436       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 315         |
|    ep_rew_mean          | 0.032       |
|    success_rate         | 0.0222      |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 7           |
|    time_elapsed         | 131         |
|    total_timesteps      | 28672       |
| train/                  |             |
|    approx_kl            | 0.014640296 |
|    clip_fraction        | 0.146       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.13       |
|    explained_variance   | 0.862       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.195       |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.0163     |
|    std                  | 0.958       |
|    value_loss           | 0.802       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 268         |
|    ep_rew_mean          | 5.23        |
|    success_rate         | 0.05        |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 8           |
|    time_elapsed         | 150         |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.010464247 |
|    clip_fraction        | 0.114       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.12       |
|    explained_variance   | 0.823       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.357       |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.00864    |
|    std                  | 0.954       |
|    value_loss           | 1.36        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 212         |
